Show ID,Title,My Score,MAL Score,Score Diff,MAL Count,Coefficient,Weighted Score Diff,Under or Over,Status,Studio,Season,Year,Source,Director,Eps Count,Date Finished,Cry Status,Review Summary,Thematic Takeaway,Character Comments,Story Comments,Setting Comments,Animation Comments,Music Comments,Extra Content,Miscellaneous Comments,,,
102,Burn The Witch,7,7.15,-0.15,"71,892",3.31%,-0.18,Normal,Completed,Studio Colorido,Fall,2020,Manga,Tatsurou Kawano,3,23/02/2021,No,Fun quickie with a lot of potential,Sometimes the ones we love will never be able to understand. The world isn't a fairy tail,"Most characters had clear personalities. They were all fun, and for as limited as the time was, I did like them. Relationships between some chars need work",The info dumps and lack of foreshadowing plagued the show. It made for very boring moments that lacked imagination.,Not fleshed out enough. Unclear what the roles are and how it works. There is a lack of a sense of scope,Stunning. Fluid movements and amazing action,Ed was great,,"With more content, this show has the potential to be great. As of now, it feels unfinished. Nothing feels like it happened. Good intro arc though. I got a good glimpse of the characters, and they all seem promising. The story is all over the place in terms of confusing info dumps, incoherent magic systems, and then a lack of explanations. Too much info in too little time. Without proper foreshadowing, it doesn't feel fulfilling, tense, or like a complete story. Even in the short time, it felt sporadic. ",,,
6,Black Bullet,7,7.15,-0.15,"400,940",18.48%,-0.33,Normal,Completed,Kinema Citrus,Spring,2014,Light Novel,Masayuki Kojima,13,01/01/2015,No,Needs a rewatch,,,,,,,,,,,
54,Anohana: The Flower We Saw That Day,7,8.39,-1.39,"766,940",35.35%,-1.74,Normal,On-Hold,A-1 Pictures,Spring,2011,Original,Tatsuyuki Nagai,11,15/08/2020,Welled Up,Carried by its OP and tearful setup,,,,,,,movie - 2013,,,,
80,The Pet Girl of Sakurasou,6.5,8.16,-1.66,"553,430",25.51%,-1.92,Normal,Completed,J.C. Staff,Fall,2012,Light Novel,Atsuko Ishizuka,24,05/01/2021,No,"Great character work, poor relationships",*in Themes 1,"Every character had an interesting outlook and part in adding to the themes, but the relationships didn't always hit. Some motivations were questionable at best",It doesn't feel like a whole lot happened in the span of 24 eps. Events that probably should have been important were seemingly glossed over,"I liked the idea of a delinquent hall. Sakura Hall had personality, but it was almost too little too late",The blurry filter and pink overtone didn't do it for me,Forgettable,,"This show's characters and themes were excellent, helping it go from 6 to 6.5. However, not only did it feel like nothing happened, but also the comedy got stale real quick. It was very one note. Jin was the most unlikeable character. The relationships weren't fleshed out, and MC and Mashiro relationship in the anime is built on shambles and a dumb facade. Also, Nanami is cast aside except for when she's needed for drama. There were several other random things that really annoyed me",,,
346,Takt Op. Destiny,6.5,7.48,-0.98,"48,321",2.23%,-1.00,Normal,Completed,Madhouse,Fall,2021,Mixed Media,Yuuki Itou,12,22/12/2021,Rolling Tears,The hardest choke job of all time,*in Themes 5,"Protags were all awesome while the villains were lame, unfleshed out, and left me wondering why I should care about them. Everyone else was good (for the most part)",Man wtf. Ending was one of the worst things I've ever seen. Nothing got answered. Things just happened. And then it ends on another question,"Watching people adjust to the new life is interesting, but the D2s and Musicarts get such little explanation",Amazing. The fights were sick and everything in between was visually noice,Op and Ed are sweet,,"The last episode single handedly dropped this show from a 9/10 to barely competent. Things just happened without any rhyme or reason in the last couple episodes, and while I was emotionally invested in the MCs, the flopping of the story in making any sense by the end pissed me off. The climax made no sense, Anna likes Takt, villain had no good reason, Destiny just disappears for no reason, Anna becomes a musicart, and nothing is explained. This shoddy gacha game ad is just wasted potential 101",,,
365,Sorcery in the Big City,6.5,5.97,0.53,"1,630",0.08%,0.53,Normal,Completed,SANZIGEN,Winter,2017,Original,Daizen Komatsuda,1,26/12/2021,No,Christmas miracle,There are things you can't find out unless you get close,"It was 40 min, and the chars were pretty good. They fit in bits, cool moments, and one of the best relationships ever of Apple and Akari","Sure it doesn't make any sense, but at least it kinda makes sense, except it doesn't. But it's only 40 minutes.",New York City where cops get to drive however fast with their lights on as they want,"All CGI, and it was surprisingly good. I was impressed by the fights",None to talk about,,"It's super goofy, overly-dramatic at times, stupidly comedic at times, and doesn't make sense. Why does Liberty get off scott free despite causing everything else? Well, because of the most adorable call-back in SitBC history. Also, at least the fights were pretty sick. It's by far the best Christmas show I've ever seen. It's biggest plus is that it doesn't overstay its welcome, and it still manages to shove a theme in there. Should it be rated lower, no, but it was short, entertaining, and didn't make me want to die",,,
348,Sakugan,6.5,6.59,-0.09,"13,818",0.64%,-0.10,Normal,Completed,Satelight,Fall,2021,Novel,Junichi Wada,12,31/12/2021,Sniffling Mess,"Cool chars, poopy plot",*in Themes 5,"The highlight of the show mainly because the clash of personalities and arcs made for some really memorable moments. Sadly, they weren't fleshed out enough","Singlehandedly was one of the most rushed shows I've ever seen. The pacing was brutal, ruining what could have been a good story","Kinda cool, but I didn't see enough for it to feel very special. There were some inconsistencies as well","CGI mechs don't ever do it for me, but I guess it was fine otherwise",Op and Ed were tight,,"This show is ruined by some of the worst pacing ever. Emotional moments don't have any time to build up to their payoff and plot points are so rushed that I can't help but sighing.  It didn't help that there were plot conveniences all over the place that got them out of trouble. It couldn't maintain a consistent tone, but at least the char work was present even if it wasn't ever really built on bc of the shit pacing. If I weren't a sucker for daddy-daughter shows, this show would have been unbearable.",,,
33,Princess Connect! Re: Dive,6.5,7.04,-0.54,"66,321",3.06%,-0.57,Normal,In Progress,CygamesPictures,Spring,2020,Game,Takaomi Kanasaki,13,01/01/2020,No,Good plot w/ too many characters,,,,,,,season 2 - w 2021,,,,
114,Oresuki Are You The Only One Who Loves Me,6.5,7.37,-0.87,"162,195",7.48%,-0.94,Normal,Completed,Connect,Fall,2019,Light Novel,Noriaki Akitaya,13,04/04/2021,No,Whiplash-enduced harem,*in Themes 3,"Hit or miss. MC had good moments, but when he had his inferiority complex, the show took a nose dive. Other chars were shallow other than the other bro","In the beginning, really good. Near the end, really good. The middle and the last ep was frustrating to holy hell. Foreshadowing was great tho",Nothing of note here,Nothing to be wowed by,Op and Ed were aight,,"Chars sucked. Every girl didn't have much going for them. Sumireko is the fav, but she's a geniunely bad person. They botched Hazuki by making him comedically bad. The bromance ending was really good though. But, the predictable middle, dumb ending scenario, late char add of Oga, and inconsistent MC overshadowed the mind game fun. While the show had hints of greatness, the bad parts were way too frustrating for me to focus on the friendship that the MC helped bring together for Sumireko",,,
211,My Mental Choices Are Completely Interfering With My School Romantic Comedy,6.5,7.21,-0.71,"194,685",8.97%,-0.80,Normal,Completed,Diomedea,Fall,2013,Light Novel,Takayuki Inagaki,10,11/01/2022,No,Absolutely horny choice,"Life is a series of choices, so make sure you don't make choices that you'll regret","Some chars have hints at potential growth, but nothing ever comes to fruition, making for a very unsatisfying conclusion. At least they weren't overly annoying","Interesting idea and the comedy was decent, not overly annoying but still good. But, the ed was such shit. It didn't feel like it concluded anything",Generic school without any nuance,Good. Moments where I was impressed,Not much here,,"This show suffers from being unable to make good on its promises to develop the chars or relationships. It sets them up, but then has a conclusion where no progress is made, nothing is gained, and it chooses to have callbacks to moments that I don't care for. It was also too horny. That being said, I didn't ever actually despise any of the chars, although some of them were dull. It needs more time to flesh out the chars that I think mattered or were actually promising (mostly everyone except Chocolat) ",,,
180,Monthly Girls’ Nozaki-kun,6.5,7.88,-1.38,"430,332",19.84%,-1.58,Normal,Completed,Doga Kobo,Summer,2014,4-koma Manga,Ryouhei Takeshita,12,19/12/2021,No,Average comedy and stuff,None,"50/50 that a char would be good or not. Red head, Nozaki, and Sakura were the only chars whose dynamic truly entertained me. The others fell flat",The comedy was alright. It's constant use of subversion made moments predictable. Some bits were pretty clever tho,Very little seemed to be put into any of this,Extremely generic,Op and Ed are aight,,"Not funny enough to really keep my attention. The drama club people were super uninteresting and got old quickly. The other chars never had enough wow-factor to make anything they do seem memorable. It doesn't help when all the chars play the straight man every now and then. Also, relationship progress seemed almost nonexistent, making the ending a little lame. However, it's still competent and there are some good moments every now and then. They just are lost in the staleness",,,
138,Himouto! Umaru-chan,6.5,7.15,-0.65,"293,512",13.53%,-0.79,Normal,On-Hold,Doga Kobo,Summer,2015,Manga,Masahiko Oota,12,21/06/2021,No,Eh…,None,"Not much to talk about here. All of them had their quirks, and by having multiple quirks per char, it made it so that they weren't hard to watch, except for the rival girl","Kinda boring. Not very much stood out as memorable and without any comedy of any kind, it made for a show that I had to coast through",Not as fleshed out as it could have been,Generic and uninteresting. Char designs were kinda nice tho,Nothing great,season 2 - 2017,"This show didn't ever have parts where it truly shined. Umaru as a whiney baby got old, and the lack of longer, more wholesome moments made the show lack any purpose. Umaru rarely got justice for acting like a prick, but there were moments where her remorse was evident. However, the quick switch between wholesome and then in-your-face comedy ruined the moment. Then, w/o any good comedy, the show failed to deliver anything of note or excitement. Truly lackluster yet kept my attention somehow",,,
